web-scraper-order,web-scraper-start-url,Name,Units Sold,Price
1759721426-106,https://shopee.co.th/multyshopping#product_list,Skin1004-Madagascar Centella Tone Brightening Capsule Ampoule 100ml. แคปซูลแอมพลู,675 sold,699
1759721426-107,https://shopee.co.th/multyshopping#product_list,JudyDoll Highlight & Contour 9 g.ไฮท์ไลท์ & คอนทัวร์ แบบตลับ,1k+ sold,435
1759721426-108,https://shopee.co.th/multyshopping#product_list,MizuMi Skin Fit Invisible Pad 130 ml.โทนเนอร์แพดล่องหน,,395
1759721426-109,https://shopee.co.th/multyshopping#product_list,Meilinda Pure Glow Glossy Balm 2 g. ลิปบาล์ม เนื้อฉ่ำวาว,324 sold,89
1759721426-110,https://shopee.co.th/multyshopping#product_list,4U2 Twogether Matte&Gloss Lip 2 g.ลิปแมทกลอส,10k+ sold,199
1759721426-111,https://shopee.co.th/multyshopping#product_list,4U2 Better Half Duo Lip ลิปแมท ลิปกลอส 2in1,1k+ sold,199
1759721426-112,https://shopee.co.th/multyshopping#product_list,4U2 Soft Matte Cushion Spf50Pa+++ 10 g.,105 sold,299
1759721426-113,https://shopee.co.th/multyshopping#product_list,4U2-Dear Me Liquid Blush บลัชออนแก้มฉ่ำ,1k+ sold,89
1759721426-114,https://shopee.co.th/multyshopping#product_list,MediHeal- Watermide Pad 170 ml. โทนเนอร์แพดสูตรบำรุงผิวแห้งกร้าน ลดความหยาบกร้าน,3k+ sold,699
1759721426-115,https://shopee.co.th/multyshopping#product_list,Meilinda Shade Pop Contour&Highlight 3.60g.ไฮไลท์ คอนทัวร์สติ๊ก,49 sold,179
1759721426-116,https://shopee.co.th/multyshopping#product_list,The Saem-Cover Perfection Triple Pot Concealer คอนซีลเลอร์ตลับ ปกปิดริ้วรอย เรียบเนียน,7k+ sold,259
1759721426-117,https://shopee.co.th/multyshopping#product_list,Love Potion Bags To Blink Concentrated Eye Cream 10 g.เลิฟ โพชั่น แบ็กส์ ทู บลิ้งค์ คอนเซินเทรทิด อาย ครีม,,99
1759721426-118,https://shopee.co.th/multyshopping#product_list,Srichand Juicy Syrup Duo Lasting Lip 2.6 ml ลิปสติกดูโอ้ 2 in 1 เนื้อแมท,60 sold,59
1759721426-119,https://shopee.co.th/multyshopping#product_list,4U2 Dot Dot Liner 0.5 g. ไลเนอร์สร้างกระ,114 sold,159
