web-scraper-order,web-scraper-start-url,Name,Units sold,Price
1759480126-116,https://shopee.com.my/ippuni#product_list,[CLEARANCE] Exp Oct 2025 HEALEZ Ultra Defensive Calming Cleanser 150ml,,21.96
1759480126-117,https://shopee.com.my/ippuni#product_list,PINKFLASH PF E17 Pink Definer 3 in 1 Multi Use Eyebrow Pencil Brow Razor Teardrop Tip Spoolie Brush (3shades),67 sold,10.58
1759480126-118,https://shopee.com.my/ippuni#product_list,BEAUTY OF JOSEON Relief Sun Aqua-Fresh : Rice + B5 SPF50+ PA++++ 50ml (For Oily To Combination Skin),104 sold,58.20
1759480126-119,https://shopee.com.my/ippuni#product_list,FOCALLURE FA73 Eyeliner/ Eyebrow Brush,298 sold,5.99
1759480126-120,https://shopee.com.my/ippuni#product_list,THE 1001 SENSES Hair & Body Mist Perfume Travel Friendly Floral Fruity Scent Unisex 90ml (4 Scents),7 sold,14.90
1759480126-121,https://shopee.com.my/ippuni#product_list,Numbuzin No.5 Vitamin-Niacinamide Concentrated Pad (70Pads),188 sold,72.73
1759480126-122,https://shopee.com.my/ippuni#product_list,TirTir Milk Skin Toner Refreshing Skin / Milk Skin Toner Light 20ml/150ml,276 sold,96.00
1759480126-123,https://shopee.com.my/ippuni#product_list,SOMEBYMI Galactomyces Pure Vitamin C Whitening Serum 30ml,1k+ sold,56.38
1759480126-124,https://shopee.com.my/ippuni#product_list,FOCALLURE FA161 Four-head bifurcation Three Fluffmax Tinted eyebrow Ink Pen (3types),10k+ sold,7.10
1759480126-125,https://shopee.com.my/ippuni#product_list,KSECRET SEOUL 1988 Serum : Retinal Liposome 2% + Black Ginseng 30ml,6 sold,69.90
1759480126-126,https://shopee.com.my/ippuni#product_list,Numbuzin No.3 Super Glowing Essence Toner 100ml/200ml,308 sold,59.29
1759480126-127,https://shopee.com.my/ippuni#product_list,PINKFLASH L01 Melting Matte Lipcream (18 Colours),10k+ sold,5.25
1759480126-128,https://shopee.com.my/ippuni#product_list,SOMEBYMI Yuja Niacin Brightening Toner / Serum /Vita Tox/Charcoal Bubble Mask/Correcting stick/Blemish Cream/ Daily Mask,10k+ sold,45.11
1759480126-129,https://shopee.com.my/ippuni#product_list,[CLEARANCE] Exp Nov 2025 DAUGHTERS OF MALAYA Post-Breakout Recovery Serum (PBRS) 30ml,1 sold,32.45
1759480126-130,https://shopee.com.my/ippuni#product_list,SOMEBYMI AHA BHA PHA 30 Days Miracle Cream 50ml,2k+ sold,54.50
1759480126-131,https://shopee.com.my/ippuni#product_list,BEAUTY OF JOSEON Ground Rice and Honey Glow Mask 150ml,261 sold,58.68
1759480126-132,https://shopee.com.my/ippuni#product_list,[CLEARANCE] Exp 15 Mar 2026 SEOUL 4PM Galactomyces Ceramide Cream mini 20ml,3 sold,8.40
1759480126-133,https://shopee.com.my/ippuni#product_list,ZARZOU Trace Free Facial Wipes Makeup Remover Tissue Wipes,20 sold,9.90
1759480126-134,https://shopee.com.my/ippuni#product_list,[PAYDAY SALE BUNDLE] SPLOO Kids Foam Soap Blue Pink 200ml | Gentle Shapeable Moldable Foam Bubbles Bath Cleanser,,64.90
1759480126-135,https://shopee.com.my/ippuni#product_list,HEALEZ x NL Alchemist LIPBLOSSOM Treatment Volumizer Gloss 5in1 Lip Treatment: Plumper+Gloss+Balm+Gentle Exfoliator,37 sold,79.90
